ID	COMPOUND_ID	CREATED_ON	DATATYPE_ID	DATATYPE	TEXT
1495	78284	2014-04-17	78284	General	Structure as shown in http://www.elicityl-oligotech.com
1496	10319	2014-04-22	10319	General	1-naphthol is often found in urine samples of humans exposed to insecticides such as carbaryl.
1497	78315	2014-04-23	78315	General	This entry has unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-(+)-verbenone and (S)-(-)-verbenone].
1498	78320	2014-04-23	78320	General	This is the entry where the stereochemistry for the molecule is unspecified. There are separate entries for the  (R)- and (S)-lactic acid.
1499	78321	2014-04-23	78321	General	This is the entry where the stereochemistry for the molecule is unspecified. There are separate entries for the (R)- and (S)-ethyl lactate.
1500	78333	2014-04-24	78333	General	This is the entry where the stereochemistry for the molecule is unspecified. There are separate entries for the (R)- and (S)-linalyl acetate.
1503	59018	2014-04-24	59018	General	It is found in the urine samples of humans administered with bromhexine.
1505	78386	2014-04-29	78386	General	This is the entry for the entity with unspecified stereochemistry. There are separate entries for the individual enantiomers and for the racemate ((R)-benproperine, (S)-benproperine and benproperine, respectively).
1506	3082	2014-04-30	3082	General	It can be found in samples of urine of individuals who have taken this drug.
1507	9011	2014-05-01	9011	General	It can be found in blood and urine samples of individuals who have taken this drug.
1508	71941	2014-05-01	71941	General	Tolmetin can be found in blood and urine sample of individuals  who have taken this drug.
1511	4024	2014-05-01	4024	General	Cyclopentolate can be found in blood and urine samples of individuals who have taken this drug.
1515	78416	2014-05-02	78416	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers ((R)- and (S)-oxamniquine) and for the racemate (oxamniquine).
1516	46345	2014-05-06	46345	General	It is found in the blood and urine samples of individuals who have taken this drug.
1517	27565	2014-05-06	27565	General	It is found in samples of blood and urine of individuals who have used this drug.
1523	47612	2014-05-07	47612	General	Bezafibrate can be found in blood and urine samples of individuals who have taken this drug.
1528	45285	2014-05-08	45285	General	Pyrazinecarboxamide can be found in blood and urine samples of individuals who have taken this drug.
1530	6794	2014-05-08	6794	General	Metaraminol can be found in blood and urine samples of individuals who have taken this drug.
1532	6758	2014-05-08	6758	General	Mephobarbital can be found in blood and urine samples of individuals who have taken this drug.
1537	2673	2014-05-12	2673	General	Amobarbital can be found in blood and urine samples of individuals who have taken this drug.
1540	41879	2014-05-12	41879	General	Dexamethasone can be found in blood and urine samples of individuals who have taken this drug.
1541	9711	2014-05-12	9711	General	Triflupromazine can be found in blood and urine samples of individuals who have taken this drug.
1542	4907	2014-05-13	4907	General	Etidronic acid can be found in blood and urine samples of individuals who have taken this drug.
1543	6942	2014-05-13	6942	General	Minoxidil can be found in blood and urine samples of individuals who have taken this drug.
1547	4884	2014-05-14	4884	General	Ethinamate can be found in blood and urine samples of individuals who have taken this drug.
1549	78553	2014-05-14	78553	General	Requested by Prof. Robert Stevens.
1550	78555	2014-05-14	78555	General	Requested by Prof. Robert Stevens.
1551	78557	2014-05-14	78557	General	Requested by Prof. Robert Stevens.
1552	78558	2014-05-14	78558	General	Requested by Prof. Robert Stevens.
1553	78560	2014-05-14	78560	General	Requested by Prof. Robert Stevens.
1554	78561	2014-05-14	78561	General	Requested by Prof. Robert Stevens.
1555	78562	2014-05-14	78562	General	Requested by Prof. Robert Stevens.
1556	78563	2014-05-14	78563	General	Requested by Prof. Robert Stevens.
1558	28498	2014-05-21	886228	CompoundName	Note that this synonym is case sensitive: AICAr is used to refer to the nucleoside (with a hydroxy group at the 5' position) while AICAR refers to the corresponding nucleotide (i.e. the corresponding 5'-phosphate).
1561	18406	2014-05-21	944	CompoundName	Note that this synonym is case sensitive: AICAr is used to refer to the nucleoside (lacking the 5'-phosphate group) while AICAR refers to the nucleotide (i.e. with the 5'-phosphate group).
1562	78508	2014-05-23	78508	General	See G. M. Buckley et al., Bioorg. Med. Chem. Lett., 2008, 18(11), 3291-3295 and Z. Whang et al., Curr. Top. Med. Chem., 2009, 9(8), 724-737.
1563	70404	2014-05-27	70404	General	For structural correction, see Nature, 2014, v509, 318-324.
1564	3994	2014-05-29	3994	General	Cyclizine can be found in blood and urine samples of individuals who have taken this drug.
1565	37733	2014-05-30	838517	CompoundName	This name should be avoided - although 'anticholineesterase' is given by the Enzyme Commission as an alternative name for cholinesterase, it is used to mean cholinesterase inhibitor, so 'anticholineesterase inhibitor' is confusing.
1566	37733	2014-05-30	838507	CompoundName	This name should be avoided - although 'anticholineesterase' is given by the Enzyme Commission as an alternative name for cholinesterase, it is used to mean cholinesterase inhibitor, so 'anticholineesterase inhibitors' is confusing.
1574	31286	2014-06-03	31286	General	Bifonazole can be found in blood and urine samples of individuals who have taken this drug.
1580	78702	2014-06-04	78702	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1581	78704	2014-06-04	78704	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1588	78711	2014-06-06	78711	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1589	78714	2014-06-06	78714	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1590	78716	2014-06-06	78716	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1591	78719	2014-06-06	78719	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1592	78724	2014-06-06	78724	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1593	78725	2014-06-06	78725	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1594	78727	2014-06-06	78727	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1595	78729	2014-06-06	78729	General	The antigenic determinant provisionally named group O factor 9 is described in PMID:24671799.
1602	7514	2014-06-10	7514	General	Neostigmine can be found in blood and urine samples of individuals who have taken this drug.
1605	78742	2014-06-10	78742	General	Prunetin 4'-O-glucoside was first isolated by in 1910 from the bark of a species of wild cherry closely related to Prunus emarginata (Pharm. J., 1910, v31, 604; J. Org. Chem., 1945, v10, 288).
1607	77052	2014-06-10	77052	General	For inhibition of myosin-light-chain kinase, see Plant Sci., 1991,  v78, 165-175.
1608	7496	2014-06-10	7496	General	Nelfinavir can be found in blood and urine samples of individuals who have taken this drug.
1609	7497	2014-06-10	7497	General	Nelfinavir can be found in blood and urine samples of individuals who have taken this drug.
1613	78854	2014-06-16	887231	CompoundName	Note that the name 'oxoline' has been used a a synonym both for this compound and for the dihydrate, 2,3-dihydro-2,2,3,3-tetrahydroxy-1,4-naphthoquinone. The latter has been used in nasal ointment.
1615	78857	2014-06-16	887269	CompoundName	Note that the name 'oxoline' has been used to describe both naphthalene-1,2,3,4-tetrone and this compound, the corresponding dihydrate.
1622	78857	2014-06-17	78857	General	See also: The original domestic drug oxolin: refined structure of the drug and summarized experience of oxolin ointment use in medicine. Pharmaceut. Chem. J., 1999, v33, 508-514.
1694	3223	2014-06-26	3223	General	Buspirone can be found in blood and urine samples of individuals who have taken this drug.
1696	3716	2014-06-26	3716	General	Cinoxacin can be found in blood and urine samples of individuals who have taken this drug.
1702	41934	2014-07-02	41934	General	Decamethonium can be found in blood and urine samples of individuals who have taken this drug.
1706	37492	2014-07-08	37492	General	H. Maehr and J. Smallheer. (1978) Carbohydrate Research, 62(1), 178-184.
1803	6916	2014-07-10	6916	General	Mexiletine can be found in blood and urine samples of individuals who have taken this drug.
1809	9316	2014-07-14	9316	General	Sufentanil can be found in blood and urine samples of individuals who have taken this drug.
1812	45951	2014-07-14	45951	General	Trifluoperazinecan be found in blood and urine samples of individuals who have taken this drug.
1814	3611	2014-07-14	3611	General	Chlordiazepoxide can be found in blood and urine samples of individuals who have taken this drug.
1815	3638	2014-07-14	3638	General	Chloroquine can be found in blood and urine samples of individuals who have taken this drug.
1817	8502	2014-07-14	8502	General	Propylthiouracil can be found in blood and urine samples of individuals who have taken this drug.
1818	7956	2014-07-14	7956	General	Penciclovir can be found in blood and urine samples of individuals who have taken this drug.
1819	6456	2014-07-14	6456	General	Lidocaine can be found in blood and urine samples of individuals who have taken this drug.
1821	45081	2014-07-15	45081	General	Pentamidinecan be found in blood and urine samples of individuals who have taken this drug.
1825	8461	2014-07-15	8461	General	Promethazine can be found in blood and urine samples of individuals who have taken this drug.
1826	8028	2014-07-15	8028	General	Perphenazine can be found in blood and urine samples of individuals who have taken this drug.
1827	9449	2014-07-15	9449	General	Terbutaline can be found in blood and urine samples of individuals who have taken this drug.
1829	4909	2014-07-15	4909	General	Etodolac can be found in blood and urine samples of individuals who have taken this drug.
1832	50693	2014-07-15	50693	General	Milrinone can be found in blood and urine samples of individuals who have taken this drug.
1833	59773	2014-07-16	59773	General	Cromoglycic acid can be found in blood and urine samples of individuals who have taken this drug.
1834	107736	2014-07-16	107736	General	Metoclopramide can be found in blood and urine samples of individuals who have taken this drug.
1868	78425	2014-07-22	78425	General	This compound is a protein and hence is not within the scope of CHEBI
1898	82651	2014-08-07	82651	General	GlycoTech product no. 02-079.
1899	82647	2014-08-07	82647	General	This is the entry for material with undefined stereochemistry. There are separate entries for the individual diastereoisomers (butopamine, ent-butopamine, 4-[(1S)-1-hydroxy-2-{[(2R)-4-(4-hydroxyphenyl)butan-2-yl]amino}ethyl]phenol and 4-[(1R)-1-hydroxy-2-{[(2S)-4-(4-hydroxyphenyl)butan-2-yl]amino}ethyl]phenol) and for the mixture of all four diastreoisomers known as ractopamine.
1900	27596	2014-08-28	10789	CompoundName	A misnomer.
1901	82814	2014-08-29	82814	General	Note that this is the entry for material with unspecified configuration. There are separate entities for the S,S  and R,R diastereoisomers (diltiazem and ent-diltiazem, respectively).
1902	5569	2014-09-01	8562	CompoundName	Although 1,1'-(iminodioctane-8,1-diyl)diguanidine was originally given the ISO common name guazatine, it later became clear that the the commercial substance was a complex mixture containing a number of active guanidines and polyamines. The name 'guazatine' was therefore redefined to be the mixture of products resulting from the amidination of iminodi(ocatmethylene)diamine, with the name 'iminoctadine' being used for the pure compound.
1903	82843	2014-09-02	82843	General	Guazatine was originally the ISO common name for 1,1'-(iminodioctane-8,1-diyl)diguanidine. However, when it became clear that the the commercial substance was a complex mixture containing a number of active guanidines and polyamines, the name 'guazatine' was redefined to be the mixture of products resulting from the amidination of iminodi(ocatmethylene)diamine, with the name 'iminoctadine' being used for the pure compound.
1904	9948	2014-09-04	9948	General	Verapamil can be found in blood and urine samples of individuals who have taken this drug.
1905	82973	2014-09-17	894509	CompoundName	Name is misleading.
1906	82973	2014-09-17	894511	CompoundName	Name is misleading.
1907	71556	2014-09-24	71556	General	.
1908	71560	2014-09-24	894898	CompoundName	Previous name. Renamed to dafa#2 at the suggestion of the reviewers of Angew. Chem., Int. Ed., 2014, v53(8), 2110-2113. The name dafa#1 is now used for (25S)-3-oxo-5alpha-cholest-7-en-26-oic acid, which was previously known as dafa#2.
1909	71556	2014-09-24	71556	General	.
1910	71556	2014-09-24	889002	CompoundName	Previous name. Renamed to dafa#1 at the suggestion of the reviewers of Angew. Chem., Int. Ed., 2014, v53(8), 2110-2113. The name dafa#2 is now used for (25S)-3-oxocholest-4-en-26-oic acid, which was previously known as dafa#1.
1911	83137	2014-09-24	894924	CompoundName	Previous name. Renamed to dafa#3 at the suggestion of the reviewers of Angew. Chem., Int. Ed., 2014, v53(8), 2110-2113. (The name dafa#1 is now used for (25S)-3-oxo-5alpha-cholest-7-en-26-oic acid, which was previously known as dafa#2.)
1912	71607	2014-09-24	894952	CompoundName	Previous name. Renamed to dafa#4 at the suggestion of the reviewers of Angew. Chem., Int. Ed., 2014, v53(8), 2110-2113.
1913	83149	2014-09-25	894977	CompoundName	Previous name. Renamed to hyda#1 at the suggestion of the reviewers of Angew. Chem., Int. Ed., 2014, v53(8), 2110-2113. The name dafa#3 is now used for (25S)-3-oxo-5alpha-cholest-1,7-dien-26-oic acid, which was previously known as dafa#1.
1914	83221	2014-10-02	83221	General	This entry has unspecified stereochemistry. There are separate entries for the individual enantiomers [methyl (R)-lactate, methyl (S)-lactate] and for the racemate (rac-methyl lactate).
1915	73641	2014-10-02	73641	General	This is the entry for racemic material. There are separate entries for the individual enantiomers [methyl (R)-lactate; methyl (S)-lactate] and for material with unspecified stereochemistry (methyl 2-hydroxypropionate).
1916	83271	2014-10-10	83271	General	This entry has unspecified stereochemistry. There are separate entries for the individual enantiomers and for the racemate [(R)-oxathiapiprolin, (S)-oxathiapiprolin, and oxathiapiprolin, respectively].
1917	83279	2014-10-13	882004	DatabaseAccession	Whilst 'iodocarb' is the ISO-approved name for 3-iodoprop-2-yn-1-yl butylcarbamate, be aware that 'IodoCarb' is a trade name for iodinated activated charcoal.
1918	83279	2014-10-13	83279	General	Whilst 'iodocarb' is the ISO-approved name for 3-iodoprop-2-yn-1-yl butylcarbamate, be aware that 'IodoCarb' is a trade name for iodinated activated charcoal.
1919	83279	2014-10-13	895572	CompoundName	Whilst 'iodocarb' is the ISO-approved name for 3-iodoprop-2-yn-1-yl butylcarbamate, be aware that 'IodoCarb' is a trade name for iodinated activated charcoal.
1920	83284	2014-10-13	83284	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers and for the racemate [(R)-piperalin, (S)-piperalin, and piperalin, respectively].
1921	83291	2014-10-14	83291	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers and for the racemate [(R)-fenpropidin, (S)-fenpropidin, and fenpropidin, respectively.
1923	66196	2014-10-17	66196	General	Suggested Classification:  ISA:benzyl ether(CHEBI:59859); ISA:carbonyl compound(CHEBI:36586); ISA:cyclitol(CHEBI:23451); ISA:delta-lactone(CHEBI:18946); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:tertiary alcohol(CHEBI:26878); ISA:carboxylic ester(CHEBI:33308); ISA:polyol(CHEBI:26191); ISA:secondary alcohol(CHEBI:35681); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352);
1925	67317	2014-10-17	67317	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:alpha-amino acid ester(CHEBI:46874); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:benzenes(CHEBI:22712); ISA:carboxamide(CHEBI:37622); ISA:pyrrolidines(CHEBI:38260); ISA:tertiary amine(CHEBI:32876); ISA:carboxylic ester(CHEBI:33308); ISA:lactone(CHEBI:25000); ISA:carboxylic acid(CHEBI:33575); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
1926	67324	2014-10-17	67324	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:aromatic ketone(CHEBI:76224); ISA:aralkylamine(CHEBI:18000); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:pyrroles(CHEBI:26455); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:enol ether(CHEBI:47985); ISA:ketone(CHEBI:17087); ISA:organic amino compound(CHEBI:50047); ISA:carboxamide(CHEBI:37622); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:secondary amino compound(CHEBI:50995); ISA:alkylamine(CHEBI:13759);
1927	67327	2014-10-17	67327	General	Suggested Classification:  ISA:aralkylamine(CHEBI:18000); ISA:organobromine compound(CHEBI:37141); ISA:dicarboximide(CHEBI:35356); ISA:maleimides(CHEBI:55417); ISA:pyrroles(CHEBI:26455); ISA:pyrroline(CHEBI:23763); ISA:imidazoles(CHEBI:24780); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxamide(CHEBI:37622); ISA:carboxylic acid(CHEBI:33575); ISA:carbonyl compound(CHEBI:36586);
1928	67333	2014-10-17	67333	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:alpha-amino acid ester(CHEBI:46874); ISA:dicarboxylic acid(CHEBI:35692); ISA:carboxamide(CHEBI:37622); ISA:pyrrolidines(CHEBI:38260); ISA:lactone(CHEBI:25000); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary amine(CHEBI:32876); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
1929	67335	2014-10-17	67335	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:alpha-amino acid ester(CHEBI:46874); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:benzenes(CHEBI:22712); ISA:dicarboxylic acid(CHEBI:35692); ISA:carboxamide(CHEBI:37622); ISA:pyrrolidines(CHEBI:38260); ISA:lactone(CHEBI:25000); ISA:tertiary amine(CHEBI:32876); ISA:carboxylic ester(CHEBI:33308); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
1930	67338	2014-10-17	67338	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:alpha-amino acid ester(CHEBI:46874); ISA:dicarboxylic acid(CHEBI:35692); ISA:carboxamide(CHEBI:37622); ISA:pyrrolidines(CHEBI:38260); ISA:lactone(CHEBI:25000); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary amine(CHEBI:32876); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
1931	67351	2014-10-17	67351	General	Suggested Classification:  ISA:carbonyl compound(CHEBI:36586); ISA:fatty acid ester(CHEBI:35748); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:ether(CHEBI:25698); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352);
1932	67353	2014-10-17	67353	General	Suggested Classification:  ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:phenols(CHEBI:33853); ISA:hydroxy monocarboxylic acid(CHEBI:35868); ISA:dicarboxylic acid(CHEBI:35692); ISA:tertiary alcohol(CHEBI:26878); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:organic heterocyclic compound(CHEBI:24532); ISA:carboxylic acid(CHEBI:33575); ISA:aromatic alcohol(CHEBI:33854); ISA:carbonyl compound(CHEBI:36586);
1933	67386	2014-10-17	67386	General	Suggested Classification:  ISA:benzofurans(CHEBI:35259); ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:furans(CHEBI:24129); ISA:polyol(CHEBI:26191); ISA:aromatic alcohol(CHEBI:33854);
1938	67394	2014-10-17	67394	General	Suggested Classification:  ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:olefinic compound(CHEBI:78840); ISA:p-quinone(CHEBI:25830); ISA:benzoquinones(CHEBI:22729); ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854);
1939	67405	2014-10-17	67405	General	Suggested Classification:  ISA:sesquiterpenoid(CHEBI:26658); ISA:glycoside(CHEBI:24400); ISA:disaccharide(CHEBI:36233); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:polyol(CHEBI:26191); ISA:cyclic ketone(CHEBI:3992); ISA:secondary alcohol(CHEBI:35681); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734);
1940	67409	2014-10-17	67409	General	Suggested Classification:  ISA:hydroxyquinoline(CHEBI:38774); ISA:isoquinolines(CHEBI:24922); ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:aralkylamine(CHEBI:18000); ISA:carboxamide(CHEBI:37622); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:lactam(CHEBI:24995); ISA:tertiary amine(CHEBI:32876); ISA:carboxylic acid(CHEBI:33575); ISA:aromatic alcohol(CHEBI:33854); ISA:carbonyl compound(CHEBI:36586);
1942	67412	2014-10-17	67412	General	Suggested Classification:  ISA:hexose(CHEBI:18133); ISA:glycoside(CHEBI:24400); ISA:tetralins(CHEBI:36786); ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:oxanes(CHEBI:46942); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
1943	67413	2014-10-17	67413	General	Suggested Classification:  ISA:hexose(CHEBI:18133); ISA:glycoside(CHEBI:24400); ISA:tetralins(CHEBI:36786); ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:oxanes(CHEBI:46942); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
1944	67422	2014-10-17	67422	General	Suggested Classification:  ISA:hydroxytoluene(CHEBI:24751); ISA:styrenes(CHEBI:26799); ISA:toluenes(CHEBI:27024); ISA:fatty acid ester(CHEBI:35748); ISA:carboxylic ester(CHEBI:33308); ISA:organic heterocyclic compound(CHEBI:24532); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic alcohol(CHEBI:33854);
1945	67424	2014-10-17	67424	General	Suggested Classification:  ISA:aromatic ketone(CHEBI:76224); ISA:toluenes(CHEBI:27024); ISA:Acyloin(CHEBI:2468); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:hemiacetal(CHEBI:5653);
1946	67427	2014-10-17	67427	General	Suggested Classification:  ISA:olefinic compound(CHEBI:78840); ISA:styrenes(CHEBI:26799); ISA:toluenes(CHEBI:27024); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organic heterocyclic compound(CHEBI:24532); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586);
1947	67430	2014-10-17	67430	General	Suggested Classification:  ISA:hydroxytoluene(CHEBI:24751); ISA:styrenes(CHEBI:26799); ISA:toluenes(CHEBI:27024); ISA:carboxylic ester(CHEBI:33308); ISA:organic heterocyclic compound(CHEBI:24532); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic alcohol(CHEBI:33854);
1948	67434	2014-10-17	67434	General	Suggested Classification:  ISA:benzofurans(CHEBI:35259); ISA:toluenes(CHEBI:27024); ISA:oxanes(CHEBI:46942); ISA:pyrans(CHEBI:26407); ISA:furans(CHEBI:24129); ISA:tertiary alcohol(CHEBI:26878); ISA:hemiacetal(CHEBI:5653); ISA:acetal(CHEBI:59769);
1949	67436	2014-10-17	67436	General	Suggested Classification:  ISA:acetophenones(CHEBI:22187); ISA:aromatic ketone(CHEBI:76224); ISA:hydroxytoluene(CHEBI:24751); ISA:carbonyl compound(CHEBI:36586); ISA:toluenes(CHEBI:27024); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:organonitrogen compound(CHEBI:35352); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854);
1950	67438	2014-10-17	67438	General	Suggested Classification:  ISA:carboxylic ester(CHEBI:33308); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586);
1951	67456	2014-10-17	67456	General	Suggested Classification:  ISA:lignan(CHEBI:25036); ISA:benzodioxoles(CHEBI:38298); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:secondary alcohol(CHEBI:35681); ISA:acetal(CHEBI:59769); ISA:organic anion(CHEBI:25696);
1954	66344	2014-10-17	66344	General	Suggested Classification:  ISA:dibenzofurans(CHEBI:38922); ISA:naphthols(CHEBI:25392); ISA:catechols(CHEBI:33566); ISA:bromophenol(CHEBI:33624); ISA:organobromine compound(CHEBI:37141); ISA:furans(CHEBI:24129); ISA:polyol(CHEBI:26191); ISA:aromatic alcohol(CHEBI:33854);
1955	66349	2014-10-17	66349	General	Suggested Classification:  ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:ketone(CHEBI:17087); ISA:organonitrogen compound(CHEBI:35352); ISA:aldehyde(CHEBI:17478);
1957	66362	2014-10-17	66362	General	Suggested Classification:  ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enal(CHEBI:51688); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:aldehyde(CHEBI:17478);
1959	67489	2014-10-17	67489	General	Suggested Classification:  ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:furans(CHEBI:24129); ISA:aromatic alcohol(CHEBI:33854);
1962	67508	2014-10-17	67508	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:benzodioxoles(CHEBI:38298); ISA:indolizines(CHEBI:38485); ISA:quinuclidines(CHEBI:26518); ISA:methoxybenzene(CHEBI:51683); ISA:oxacycle(CHEBI:38104); ISA:aromatic ether(CHEBI:35618); ISA:imidate(CHEBI:52479); ISA:piperidines(CHEBI:26151); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:N-oxide(CHEBI:35580); ISA:acetal(CHEBI:59769); ISA:dipolar compound(CHEBI:51151); ISA:organic salt(CHEBI:24868); ISA:organic cation(CHEBI:25697);
1963	67510	2014-10-17	67510	General	Suggested Classification:  ISA:indolizines(CHEBI:38485); ISA:indoles(CHEBI:24828); ISA:benzodioxoles(CHEBI:38298); ISA:methoxybenzene(CHEBI:51683); ISA:quinuclidines(CHEBI:26518); ISA:aromatic ether(CHEBI:35618); ISA:aralkylamine(CHEBI:18000); ISA:oxacycle(CHEBI:38104); ISA:piperidines(CHEBI:26151); ISA:imidate(CHEBI:52479); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:tertiary amine(CHEBI:32876); ISA:acetal(CHEBI:59769); ISA:dipolar compound(CHEBI:51151); ISA:primary alcohol(CHEBI:15734);
1964	67514	2014-10-17	67514	General	Suggested Classification:  ISA:pyrroloindole(CHEBI:48133); ISA:indolizines(CHEBI:38485); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:piperidines(CHEBI:26151); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:pyrroles(CHEBI:26455); ISA:N-oxide(CHEBI:35580); ISA:secondary amine(CHEBI:32863); ISA:organic salt(CHEBI:24868); ISA:primary alcohol(CHEBI:15734); ISA:organic cation(CHEBI:25697);
